seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
lane122s000603_bin.1.o_k141_139092-flag_1-multi_4.0000-len_5509	5509	No terminal repeats	NA	8	11	0.9973	0.0018	0	3.0720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003958_shovill_contig00003|provirus_301605_316818	15214	Provirus	301605-316818	17	11	0.9972	0.0018	5	21.4879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_32149-flag_0-multi_4.9796-len_8758	8758	No terminal repeats	NA	14	11	0.9972	0.0018	0	7.8887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.7.o_k141_497937-flag_1-multi_8.0000-len_13611	13611	No terminal repeats	NA	32	11	0.9972	0.0018	0	9.6582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000515_shovill_contig00005|provirus_12605_50976	38372	Provirus	12605-50976	48	11	0.9972	0.0018	6	23.6924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_226_length_4739_cov_1.597598	4739	No terminal repeats	NA	13	11	0.9972	0.0018	1	7.2514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_702265-flag_0-multi_5.3250-len_6489	6489	No terminal repeats	NA	12	11	0.9972	0.0018	0	6.3046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_639222-flag_0-multi_22.9287-len_3846	3846	No terminal repeats	NA	9	11	0.9972	0.0018	1	2.2109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig00345	3368	No terminal repeats	NA	6	11	0.9972	0.0018	1	8.1181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_178_length_5955_cov_3.608881	5955	No terminal repeats	NA	7	11	0.9972	0.0018	1	5.0667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_22_length_10834_cov_2.990146	10834	No terminal repeats	NA	16	11	0.9972	0.0018	3	14.1030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_412329-flag_1-multi_6.0000-len_38115	38115	No terminal repeats	NA	45	11	0.9971	0.0018	3	25.1517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_394477-flag_1-multi_7.9223-len_7834	7834	No terminal repeats	NA	14	11	0.9971	0.0018	0	4.4654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_387255-flag_1-multi_4.0000-len_3027	3027	No terminal repeats	NA	5	11	0.9971	0.0018	1	2.5498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_213556-flag_1-multi_1.9712-len_2568	2568	No terminal repeats	NA	4	11	0.9971	0.0018	1	2.3495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000604_bin.1.o_k141_426593-flag_1-multi_3.0000-len_2057	2057	No terminal repeats	NA	5	11	0.9971	0.0018	1	4.8109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_233097-flag_0-multi_1.7058-len_3384	3384	No terminal repeats	NA	6	11	0.9971	0.0018	2	5.0195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.1.o_k141_139926-flag_1-multi_3.0000-len_3106	3106	No terminal repeats	NA	12	11	0.9971	0.0018	0	4.2270	Unclassified
lane122s000604_bin.1.o_k141_247308-flag_1-multi_2.0000-len_3219	3219	No terminal repeats	NA	5	11	0.9971	0.0018	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000522_shovill_contig00020	55920	DTR	NA	74	11	0.9971	0.0018	10	23.6130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_25_length_10430_cov_2.961364	10430	No terminal repeats	NA	19	11	0.9970	0.0018	2	9.8090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_304404-flag_1-multi_6.0000-len_2627	2627	No terminal repeats	NA	7	11	0.9970	0.0018	0	2.9847	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_62982-flag_0-multi_13.8462-len_12870	12870	No terminal repeats	NA	18	11	0.9970	0.0018	3	19.9600	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_381749-flag_1-multi_7.0000-len_8617	8617	No terminal repeats	NA	11	11	0.9970	0.0018	0	5.5868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.1.o_k141_173284-flag_1-multi_2.0000-len_1655	1655	No terminal repeats	NA	4	11	0.9970	0.0019	3	4.3719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000515_shovill_contig00002|provirus_12176_41282	29107	Provirus	12176-41282	39	11	0.9970	0.0019	14	50.6549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_717134-flag_0-multi_25.9425-len_5356	5356	No terminal repeats	NA	13	11	0.9970	0.0019	0	6.3403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_490912-flag_1-multi_2.0000-len_1903	1903	No terminal repeats	NA	3	11	0.9970	0.0019	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000545_shovill_contig00001|provirus_311949_354086	42138	Provirus	311949-354086	60	11	0.9969	0.0019	8	45.9316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000600_bin.3.p_NODE_212_length_4406_cov_2.185724	4406	No terminal repeats	NA	8	11	0.9969	0.0019	0	3.2075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_189228-flag_1-multi_3.0000-len_2462	2462	No terminal repeats	NA	4	11	0.9969	0.0019	1	6.6799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_211693-flag_1-multi_6.0000-len_4737	4737	No terminal repeats	NA	9	11	0.9969	0.0019	0	3.3791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003044_shovill_contig00037|provirus_8643_24001	15359	Provirus	8643-24001	24	11	0.9969	0.0019	2	20.0486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_520396-flag_0-multi_1.9946-len_2351	2351	No terminal repeats	NA	2	11	0.9969	0.0019	2	2.9493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_752988-flag_0-multi_10.2800-len_8194	8194	No terminal repeats	NA	18	11	0.9969	0.0019	1	6.2839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_126984-flag_1-multi_5.0000-len_4478	4478	No terminal repeats	NA	5	11	0.9968	0.0019	0	4.9497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000524_shovill_contig00002|provirus_128_34039	33912	Provirus	128-34039	45	11	0.9968	0.0019	11	37.2906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000600_bin.1.s_NODE_1_length_662519_cov_5.597737|provirus_226182_275946	49765	Provirus	226182-275946	68	11	0.9967	0.0019	14	51.9247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_38182-flag_1-multi_1.9948-len_2451	2451	No terminal repeats	NA	3	11	0.9967	0.0019	1	2.2571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_67_length_7938_cov_1.944409	7938	No terminal repeats	NA	13	11	0.9967	0.0019	1	7.4072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_1_length_38288_cov_4.393238	38288	No terminal repeats	NA	55	11	0.9967	0.0019	3	25.7162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_512599-flag_0-multi_3.4621-len_2571	2571	No terminal repeats	NA	3	11	0.9967	0.0019	0	3.1802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_275958-flag_1-multi_1.0000-len_3121	3121	No terminal repeats	NA	4	11	0.9967	0.0019	3	4.5962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_117176-flag_0-multi_9.6847-len_4676	4676	No terminal repeats	NA	5	11	0.9966	0.0019	3	3.9009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003976_shovill_contig00028|provirus_117_15079	14963	Provirus	117-15079	17	11	0.9966	0.0019	5	21.4879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_145_length_5986_cov_2.039601	5986	No terminal repeats	NA	6	11	0.9966	0.0019	2	5.9419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_706337-flag_1-multi_8.0000-len_7352	7352	No terminal repeats	NA	10	11	0.9966	0.0019	1	4.8618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.1.o_k141_497358-flag_1-multi_2.0000-len_3094	3094	No terminal repeats	NA	8	11	0.9966	0.0020	1	3.4072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000523_bin.1.p_NODE_89_length_5919_cov_103.363916	5919	No terminal repeats	NA	5	11	0.9966	0.0020	2	4.2390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_178850-flag_1-multi_4.6210-len_7954	7954	No terminal repeats	NA	18	11	0.9966	0.0020	2	10.0082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_282956-flag_1-multi_5.0000-len_8823	8823	No terminal repeats	NA	14	11	0.9965	0.0020	0	6.0319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003964_megahit_k141_59-flag=0-multi=321.9768-len=331806|provirus_211694_248318	36625	Provirus	211694-248318	51	11	0.9965	0.0020	13	51.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_629_length_3491_cov_3.029877	3491	No terminal repeats	NA	4	11	0.9965	0.0020	1	2.9918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000541_shovill_contig00002|provirus_274215_307571	33357	Provirus	274215-307571	47	11	0.9965	0.0020	9	25.2141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.3.o_k141_721218-flag_1-multi_1.0000-len_3090	3090	No terminal repeats	NA	2	11	0.9965	0.0020	0	3.0364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_543280-flag_1-multi_3.0000-len_3595	3595	No terminal repeats	NA	8	11	0.9965	0.0020	0	1.7183	Unclassified
lane821s003044_shovill_contig00045|provirus_17481_33310	15830	Provirus	17481-33310	19	11	0.9965	0.0020	3	8.6539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_616806-flag_1-multi_3.0000-len_4557	4557	No terminal repeats	NA	5	11	0.9964	0.0020	1	3.4171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000544_bin.1.s_NODE_1_length_2128098_cov_95.834538|provirus_1651664_1685027	33364	Provirus	1651664-1685027	47	11	0.9964	0.0020	9	25.2141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig00582	2013	No terminal repeats	NA	2	11	0.9964	0.0020	2	2.2524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_916_length_1714_cov_1.341478	1714	No terminal repeats	NA	3	11	0.9964	0.0020	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_653970-flag_0-multi_8.5458-len_7682	7682	No terminal repeats	NA	9	11	0.9964	0.0020	0	2.0474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_413304-flag_1-multi_1.0000-len_2450	2450	No terminal repeats	NA	3	11	0.9964	0.0020	2	5.0273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_162027-flag_0-multi_5.9892-len_11280	11280	No terminal repeats	NA	25	11	0.9963	0.0020	0	3.9026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_94452-flag_1-multi_3.0000-len_3054	3054	No terminal repeats	NA	5	11	0.9963	0.0020	0	3.0797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003972_bin.2.s_NODE_199_length_4046_cov_3.866465	4046	No terminal repeats	NA	6	11	0.9963	0.0020	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000604_bin.1.o_k141_398586-flag_1-multi_3.0000-len_4253	4253	No terminal repeats	NA	6	11	0.9963	0.0020	1	4.6385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000524_shovill_contig00001|provirus_1178559_1222201	43643	Provirus	1178559-1222201	55	11	0.9962	0.0021	13	39.8607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003971_bin.1.s_NODE_93_length_923_cov_2.469267	923	No terminal repeats	NA	2	11	0.9962	0.0021	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_332441-flag_0-multi_7.8658-len_35449	35449	No terminal repeats	NA	53	11	0.9962	0.0021	6	27.3526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_677343-flag_1-multi_13.0000-len_131524	131524	No terminal repeats	NA	237	11	0.9962	0.0021	7	84.9867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.3.s_NODE_1_length_1116565_cov_55.245852|provirus_615125_628071	12947	Provirus	615125-628071	26	11	0.9962	0.0021	1	11.2138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.2.s_NODE_1_length_1116566_cov_69.660755|provirus_615126_628072	12947	Provirus	615126-628072	26	11	0.9962	0.0021	1	11.2138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003042_shovill_contig00003|provirus_83451_120075	36625	Provirus	83451-120075	51	11	0.9962	0.0021	13	51.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003971_bin.1.s_NODE_1_length_1525267_cov_97.535093|provirus_562631_607488	44858	Provirus	562631-607488	59	11	0.9962	0.0021	6	22.7099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_213726-flag_1-multi_7.0000-len_16862	16862	No terminal repeats	NA	29	11	0.9962	0.0021	0	14.6919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000523_bin.1.p_NODE_46_length_42196_cov_105.201073|provirus_9985_25814	15830	Provirus	9985-25814	19	11	0.9961	0.0021	3	8.6539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.1.p_NODE_6_length_175637_cov_63.035361|provirus_77_15575	15499	Provirus	77-15575	29	11	0.9961	0.0021	2	15.8427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.2.s_NODE_7_length_117578_cov_88.367835|provirus_77_15575	15499	Provirus	77-15575	29	11	0.9961	0.0021	2	15.8427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_46154-flag_1-multi_2.0000-len_3375	3375	No terminal repeats	NA	4	11	0.9961	0.0021	0	2.3004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_398_length_4401_cov_2.229880	4401	No terminal repeats	NA	12	11	0.9961	0.0021	0	6.7727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000720_shovill_contig00001|provirus_1196944_1322139	125196	Provirus	1196944-1322139	182	11	0.9960	0.0021	6	154.4989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_488574-flag_1-multi_2.9898-len_2501	2501	No terminal repeats	NA	4	11	0.9960	0.0021	1	5.1477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_445125-flag_1-multi_2.0000-len_1994	1994	No terminal repeats	NA	4	11	0.9960	0.0021	1	3.3939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_3083_length_562_cov_3.235052	562	No terminal repeats	NA	1	11	0.9960	0.0021	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_693144-flag_1-multi_1.0000-len_3040	3040	No terminal repeats	NA	4	11	0.9960	0.0022	0	3.1188	Unclassified
lane122s000605_bin.2.o_k141_410925-flag_1-multi_7.0000-len_10827	10827	No terminal repeats	NA	15	11	0.9959	0.0022	1	4.1661	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_720_length_3243_cov_2.504738	3243	No terminal repeats	NA	7	11	0.9959	0.0022	1	4.6030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_63_length_8180_cov_5.580155	8180	No terminal repeats	NA	17	11	0.9959	0.0022	0	4.9406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000520_bin.1.p_NODE_31_length_61133_cov_24.657773|provirus_47704_61132	13429	Provirus	47704-61132	18	11	0.9959	0.0022	5	13.1944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003976_shovill_contig00077	5993	No terminal repeats	NA	7	11	0.9958	0.0022	2	4.2066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_731102-flag_1-multi_2.8243-len_2907	2907	No terminal repeats	NA	7	11	0.9958	0.0022	0	2.6727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_107703-flag_1-multi_7.0000-len_16606	16606	No terminal repeats	NA	30	11	0.9958	0.0022	1	12.3195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.5.o_k141_481115-flag_1-multi_7.9617-len_37249|provirus_159_12707	12549	Provirus	159-12707	19	11	0.9957	0.0022	1	7.7360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_570_length_2516_cov_1.260763	2516	No terminal repeats	NA	2	11	0.9957	0.0022	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000521_bin.1.s_NODE_30_length_28582_cov_102.738748	28582	No terminal repeats	NA	31	11	0.9957	0.0022	6	15.3850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.3.s_NODE_2_length_952216_cov_8.265472|provirus_386671_436435	49765	Provirus	386671-436435	68	11	0.9957	0.0022	14	51.9247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_496105-flag_1-multi_2.0000-len_2597	2597	No terminal repeats	NA	3	11	0.9957	0.0022	2	3.2385	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.6.o_k141_385753-flag_1-multi_3.0000-len_3471	3471	No terminal repeats	NA	6	11	0.9956	0.0022	0	1.7125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_535191-flag_0-multi_5.0000-len_2597	2597	No terminal repeats	NA	5	11	0.9956	0.0022	0	2.2927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_558485-flag_0-multi_8.0000-len_8702	8702	No terminal repeats	NA	23	11	0.9956	0.0022	0	8.8536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_385418-flag_1-multi_1.0000-len_1674	1674	No terminal repeats	NA	4	11	0.9956	0.0022	3	5.7315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_70407-flag_1-multi_3.0000-len_3467	3467	No terminal repeats	NA	9	11	0.9955	0.0023	0	1.1866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_176_length_5986_cov_2.626840	5986	No terminal repeats	NA	6	11	0.9955	0.0023	0	4.8278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_136129-flag_0-multi_3.6361-len_3208	3208	No terminal repeats	NA	7	11	0.9954	0.0023	0	5.1322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000600_bin.4.o_k141_78508-flag_1-multi_4.0000-len_2701	2701	No terminal repeats	NA	6	11	0.9954	0.0023	0	4.3608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_732_length_3221_cov_1.843511	3221	No terminal repeats	NA	3	11	0.9954	0.0023	0	2.6879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_926_length_2784_cov_3.993720	2784	No terminal repeats	NA	4	11	0.9954	0.0023	1	4.7345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_440554-flag_0-multi_12.9551-len_3349	3349	No terminal repeats	NA	9	11	0.9953	0.0023	0	4.4597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.3.p_NODE_1224_length_2001_cov_1.178274	2001	No terminal repeats	NA	5	11	0.9953	0.0023	1	3.2541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_361567-flag_1-multi_5.5114-len_5094	5094	No terminal repeats	NA	8	11	0.9952	0.0023	1	3.8102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig00411	2828	No terminal repeats	NA	1	11	0.9952	0.0023	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003972_shovill_contig00008	83980	DTR	NA	99	11	0.9952	0.0023	16	75.4226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000535_bin.1.p_NODE_2_length_433707_cov_141.771905|provirus_391167_405048	13882	Provirus	391167-405048	18	11	0.9951	0.0023	1	7.3631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_12397-flag_1-multi_3.0000-len_1729	1729	No terminal repeats	NA	4	11	0.9951	0.0023	1	4.5765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.1.p_NODE_7_length_132102_cov_58.324226|provirus_106_6409	6304	Provirus	106-6409	17	11	0.9951	0.0023	0	6.6826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409	6304	Provirus	106-6409	17	11	0.9951	0.0023	0	6.6826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_17886-flag_1-multi_3.0000-len_2336	2336	No terminal repeats	NA	2	11	0.9951	0.0024	2	3.1465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_529251-flag_0-multi_5.9614-len_3253	3253	No terminal repeats	NA	6	11	0.9951	0.0024	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000603_bin.1.o_k141_99232-flag_1-multi_5.0000-len_7616	7616	No terminal repeats	NA	15	11	0.9950	0.0024	1	5.1486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_246825-flag_1-multi_2.0000-len_2677	2677	No terminal repeats	NA	9	11	0.9949	0.0024	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_786_length_3110_cov_1.890867	3110	No terminal repeats	NA	3	11	0.9949	0.0024	0	2.9597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_380862-flag_1-multi_4.0000-len_2906	2906	No terminal repeats	NA	5	11	0.9949	0.0024	0	4.2356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.2.s_NODE_2_length_1032879_cov_67.235151|provirus_706693_723913	17221	Provirus	706693-723913	22	11	0.9949	0.0024	10	24.5233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003037_bin.1.p_NODE_11_length_245756_cov_537.356083|provirus_228288_245754	17467	Provirus	228288-245754	27	11	0.9948	0.0024	6	33.5118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig00182	5273	No terminal repeats	NA	9	11	0.9948	0.0024	2	8.6457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_481981-flag_0-multi_10.8552-len_2765	2765	No terminal repeats	NA	7	11	0.9948	0.0024	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_58203-flag_1-multi_5.0000-len_12349	12349	No terminal repeats	NA	27	11	0.9948	0.0024	1	7.7378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
