query	reference	seqid	len	mismatch	gap	query_start	query_end	target_start	target_end	eval	bitscore
ISXax1	lane122s000536_megahit_k141_143-flag=0-multi=243.0000-len=1213_1	52.8	400	184	3	7	404	3	399	2.83E-147	426
ISXax1	lane122s000602_bin.1.o_k141_500283-flag_0-multi_4.9865-len_3694_3	46.8	408	205	4	7	405	22	426	1.59E-133	392
ISXax1	lane122s000601_bin.7.o_k141_664279-flag_1-multi_3.1426-len_3115_2	48.4	397	189	4	26	406	41	437	4.53E-130	384
ISXax1	lane122s000602_bin.1.o_k141_95009-flag_0-multi_7.9442-len_3151_1	46.8	389	195	3	26	405	37	422	2.20E-127	376
ISXax1	lane122s000602_bin.1.o_k141_471388-flag_0-multi_6.1014-len_1769_2	46.8	389	195	3	26	405	99	484	4.01E-127	378
ISXax1	lane121s003971_bin.1.s_NODE_8_length_127168_cov_92.855828_3	40.7	391	227	5	11	399	12	399	2.00E-106	322
ISXax1	lane121s003976_shovill_contig00065_1	41.1	321	144	3	88	407	1	277	2.13E-82	256
ISXax1	lane121s003977_shovill_contig00063_1	41.1	321	144	3	88	407	1	277	2.13E-82	256
ISXax1	lane122s000540_bin.1.p_NODE_83_length_27953_cov_16.676568_1	56.9	204	87	1	202	404	35	238	1.35E-79	248
ISXax1	lane121s003976_shovill_contig00020_66	34.5	333	217	1	38	370	27	358	7.64E-70	228
ISXax1	lane121s003977_shovill_contig00020_24	34.5	333	217	1	38	370	27	358	7.64E-70	228
ISXax1	lane121s003976_shovill_contig00039_35	33.9	333	219	1	38	370	27	358	7.14E-67	220
ISXax1	lane121s003977_shovill_contig00038_3	33.9	333	219	1	38	370	27	358	7.14E-67	220
ISXax1	lane121s003976_shovill_contig00104_1	35.1	296	191	1	75	370	2	296	4.39E-61	203
ISXax1	lane121s003977_shovill_contig00103_1	35.1	296	191	1	75	370	2	296	4.39E-61	203
ISXax1	lane122s000602_bin.1.o_k141_705932-flag_0-multi_4.2964-len_3697_3	49.5	184	93	0	26	209	38	221	1.40E-58	194
ISXax1	lane121s003976_shovill_contig00045_44	33.4	311	188	2	45	355	125	416	3.38E-58	198
ISXax1	lane121s003977_shovill_contig00043_3	33.4	311	188	2	45	355	125	416	3.38E-58	198
ISXax1	lane122s000607_bin.1.p_NODE_3146_length_543_cov_1.643777_1	55.7	140	62	0	266	405	1	140	1.99E-52	174
ISXax1	lane121s003960_shovill_contig00014_98	24.9	361	266	4	31	387	24	383	2.36E-38	145
ISXax1	lane122s000606_bin.2.s_NODE_906_length_1730_cov_2.109498_1	25.9	359	263	3	28	385	16	372	4.52E-36	139
ISXax1	lane122s000602_bin.1.o_k141_772142-flag_1-multi_4.0043-len_4359_1	28.3	361	245	7	32	384	25	379	1.56E-35	137
ISXax1	lane121s003995_shovill_contig00042_8	24	359	270	3	28	385	16	372	3.11E-34	134
ISXax1	lane122s000604_bin.2.o_k141_299851-flag_1-multi_1.0000-len_1588_1	26.5	362	257	5	28	385	16	372	8.77E-34	133
ISXax1	lane122s000601_bin.7.o_k141_588144-flag_1-multi_5.0000-len_1810_2	26.5	366	262	6	24	384	15	378	1.02E-32	130
ISXax1	lane122s000540_bin.1.p_NODE_122_length_13485_cov_16.178401_13	26.3	372	256	9	27	383	17	385	7.66E-32	127
ISXax1	lane122s000540_bin.1.p_NODE_45_length_53587_cov_18.468342_24	26.1	372	257	9	27	383	17	385	2.57E-30	123
ISXax1	lane122s000521_bin.2.p_NODE_7_length_282703_cov_10.347594_209	23.2	357	267	4	32	385	20	372	4.88E-30	122
ISXax1	lane821s003043_bin.1.s_NODE_22_length_1311_cov_6250.410859_1	23.7	371	272	5	23	383	21	390	1.55E-27	115
ISXax1	lane121s003976_shovill_contig00022_7	49.4	81	41	0	79	159	2	82	2.74E-23	95.5
ISXax1	lane121s003977_shovill_contig00021_7	49.4	81	41	0	79	159	2	82	2.74E-23	95.5
ISXax1	lane122s000601_bin.2.o_k141_136274-flag_1-multi_4.0000-len_1941_2	23.4	338	247	6	45	377	47	377	5.18E-23	102
ISXax1	lane122s000521_bin.2.p_NODE_44_length_719_cov_21.509346_1	26.5	219	160	1	154	371	1	219	8.23E-23	99
ISXax1	lane122s000521_bin.2.p_NODE_8_length_257819_cov_11.309069_283	30.3	152	104	2	24	174	14	164	4.68E-16	78.2
ISXax1	lane122s000605_bin.3.p_NODE_1900_length_1108_cov_1.154219_2	64.3	42	15	0	251	292	1	42	1.03E-10	59.7
ISXax1	lane122s000606_bin.2.s_NODE_1231_length_1058_cov_1.725790_1	24.1	170	127	2	28	196	16	184	6.42E-09	58.2
ISXax1	lane121s003995_shovill_contig00020_5	29.5	88	62	0	188	275	5	92	9.52E-09	55.5
ISXax1	lane122s000606_bin.1.o_k141_164194-flag_1-multi_3.0000-len_2329_1	23.5	200	150	2	67	263	12	211	1.24E-08	57.8
ISXax1	lane122s000606_bin.1.o_k141_21589-flag_1-multi_4.0000-len_2719_1	24.2	124	94	0	260	383	2	125	7.59E-08	53.9
ISXax1	lane121s003976_shovill_contig00187_1	35.5	62	40	0	38	99	12	73	1.11E-07	51.6
ISXax1	lane121s003977_shovill_contig00193_1	35.5	62	40	0	38	99	12	73	1.11E-07	51.6
ISXax1	lane122s000604_bin.1.o_k141_40192-flag_1-multi_1.0000-len_1628_4	26.6	128	94	0	225	352	1	128	1.32E-07	53.1
ISXax1	lane122s000536_megahit_k141_91-flag=0-multi=170.2742-len=2519_1	50	42	21	0	363	404	1	42	4.82E-06	46.2
ISXax1	lane122s000536_megahit_k141_114-flag=0-multi=183.9681-len=68927_1	50	42	21	0	363	404	1	42	4.82E-06	46.2
ISXax1	lane122s000604_bin.1.o_k141_40192-flag_1-multi_1.0000-len_1628_2	27.1	107	76	2	45	150	50	155	1.47E-05	48.1
ISXax1	lane121s003995_shovill_contig00020_6	28.1	89	64	0	283	371	4	92	1.64E-05	47
ISVch4	lane122s000600_bin.2.o_k141_173951-flag_1-multi_2.0000-len_1827_2	37.8	283	170	3	113	391	2	282	1.87E-55	187
ISVch4	lane121s003972_bin.2.s_NODE_1078_length_1315_cov_2.899031_1	67.5	114	37	0	188	301	1	114	4.29E-52	173
ISVch4	lane122s000540_bin.1.p_NODE_56_length_44166_cov_15.693529_28	35.2	270	172	2	122	388	11	280	3.83E-49	171
ISVch4	lane122s000606_bin.1.o_k141_179824-flag_1-multi_4.0000-len_2670_3	36	278	172	3	113	386	2	277	3.22E-48	168
ISVch4	lane122s000516_shovill_contig00005_85	34.7	271	170	3	129	393	1	270	3.89E-47	165
ISVch4	lane121s003976_shovill_contig00063_10	40.5	222	131	1	173	393	8	229	4.15E-47	163
ISVch4	lane121s003977_shovill_contig00061_11	40.5	222	131	1	173	393	8	229	4.15E-47	163
ISVch4	lane121s003971_bin.1.s_NODE_1_length_1525267_cov_97.535093_1382	34.6	266	168	4	108	368	4	268	3.07E-46	163
ISVch4	lane122s000606_bin.2.s_NODE_1188_length_1159_cov_0.646026_2	31.6	288	193	3	117	401	6	292	8.45E-46	162
ISVch4	lane121s003995_shovill_contig00060_2	37.1	280	172	3	114	391	5	282	5.32E-45	159
ISVch4	lane121s003976_shovill_contig00006_25	41.1	207	121	1	188	393	1	207	9.84E-45	156
ISVch4	lane121s003977_shovill_contig00009_25	41.1	207	121	1	188	393	1	207	9.84E-45	156
ISVch4	lane121s003960_shovill_contig00023_19	33.3	285	181	3	129	404	1	285	3.54E-44	157
ISVch4	lane122s000521_bin.1.s_NODE_51_length_1190_cov_269.006289_2	33.8	266	170	4	108	368	4	268	7.29E-44	156
ISVch4	lane122s000601_bin.4.o_k141_12566-flag_1-multi_3.9908-len_8986_9	35.8	254	161	2	117	368	6	259	6.42E-43	154
ISVch4	lane122s000601_bin.1.o_k141_219479-flag_0-multi_5.9982-len_2888_3	35.8	265	163	5	130	390	18	279	1.55E-42	153
ISVch4	lane121s003958_shovill_contig00044_1	32.1	293	186	7	104	388	4	291	8.61E-41	149
ISVch4	lane122s000602_bin.1.o_k141_625592-flag_1-multi_6.0000-len_1891_2	33.1	278	175	4	125	395	25	298	3.80E-40	147
ISVch4	lane122s000600_bin.4.o_k141_224607-flag_1-multi_4.0000-len_1636_3	33.9	289	181	5	120	401	1	286	1.93E-38	142
ISVch4	lane122s000602_bin.1.o_k141_582784-flag_1-multi_2.0000-len_1941_2	33.7	258	166	3	125	378	25	281	2.90E-38	142
ISVch4	lane122s000603_bin.2.s_NODE_10_length_22509_cov_2.602889_8	36.5	260	156	4	124	378	5	260	4.87E-38	141
ISVch4	lane122s000540_bin.1.p_NODE_22_length_97216_cov_16.120693_7	32	272	178	4	126	393	10	278	1.66E-37	140
ISVch4	lane122s000600_bin.4.o_k141_485316-flag_1-multi_7.0000-len_40523_26	42.4	172	99	0	224	395	7	178	2.44E-37	136
ISVch4	lane122s000601_bin.5.o_k141_629696-flag_0-multi_10.0000-len_78965_38	42.4	172	99	0	224	395	7	178	2.44E-37	136
ISVch4	lane122s000537_shovill_contig00002_263	36.1	233	146	3	158	388	13	244	8.54E-37	137
ISVch4	lane121s003978_shovill_contig00052_7	35.1	268	165	6	128	388	1	266	1.45E-36	137
ISVch4	lane122s000538_bin.1.p_NODE_46_length_2339_cov_13.050840_1	34.1	214	139	2	156	368	1	213	9.06E-35	131
ISVch4	lane121s003963_shovill_contig00001_1487	35.5	217	137	2	173	386	25	241	5.13E-34	129
ISVch4	lane122s000524_shovill_contig00015_63	34.1	258	164	5	131	386	2	255	6.88E-34	129
ISVch4	lane121s003963_shovill_contig00003_245	35.5	217	137	2	173	386	25	241	9.96E-34	129
ISVch4	lane122s000537_shovill_contig00026_1	31.6	263	174	5	126	386	1	259	2.84E-33	128
ISVch4	lane122s000601_bin.7.o_k141_177734-flag_1-multi_8.0000-len_3629_3	31.9	288	187	4	115	394	2	288	4.83E-33	128
ISVch4	lane121s003960_shovill_contig00068_1	31.2	276	188	2	119	392	2	277	5.23E-33	127
ISVch4	lane122s000541_shovill_contig00011_71	30.3	254	174	3	116	368	1	252	1.35E-32	126
ISVch4	lane821s003038_bin.1.o_k141_181-flag_0-multi_1912.0000-len_46121_1	34.3	233	150	3	137	368	3	233	3.12E-32	124
ISVch4	lane122s000539_shovill_contig00020_36	34.3	233	150	3	137	368	3	233	3.22E-32	125
ISVch4	lane122s000601_bin.5.o_k141_474300-flag_1-multi_9.7732-len_18650_6	31.6	272	180	4	124	391	13	282	7.31E-32	125
ISVch4	lane121s003953_shovill_contig00047_2	31.8	245	162	4	126	368	1	242	7.52E-32	124
ISVch4	lane821s003041_shovill_contig00049_2	31.8	245	162	4	126	368	1	242	7.52E-32	124
ISVch4	lane121s003958_shovill_contig00014_53	32.1	262	172	4	113	371	7	265	1.61E-31	124
ISVch4	lane121s003979_bin.1.s_NODE_28_length_31201_cov_104.976867_19	40	145	86	1	224	368	5	148	2.44E-31	120
ISVch4	lane121s003980_megahit_k141_149-flag=0-multi=169.8264-len=23499_8	40	145	86	1	224	368	5	148	2.44E-31	120
ISVch4	lane121s003972_bin.2.s_NODE_191_length_4106_cov_3.346736_5	71.4	84	24	0	18	101	3	86	2.95E-31	117
ISVch4	lane121s003953_shovill_contig00001_621	31.2	266	181	2	129	392	1	266	5.66E-31	122
ISVch4	lane122s000537_shovill_contig00027_1	31.4	274	173	6	120	388	1	264	5.66E-31	122
ISVch4	lane821s003041_shovill_contig00002_7	31.2	266	181	2	129	392	1	266	5.66E-31	122
ISVch4	lane122s000607_bin.1.p_NODE_2045_length_1624_cov_1.694893_2	30.9	285	177	10	120	399	2	271	8.80E-31	121
ISVch4	lane121s003996_shovill_contig00030_1	31.8	264	166	6	113	371	2	256	7.31E-30	119
ISVch4	lane121s003953_shovill_contig00049_1	31.1	257	164	6	126	371	2	256	1.23E-29	118
ISVch4	lane821s003041_shovill_contig00051_1	31.1	257	164	6	126	371	2	256	1.23E-29	118
ISVch4	lane122s000541_shovill_contig00024_45	33.8	260	155	8	126	371	2	258	1.95E-29	118
ISVch4	lane121s003968_megahit_k141_108-flag=0-multi=258.8355-len=37780_15	34.2	260	154	8	126	371	2	258	3.74E-29	117
ISVch4	lane122s000601_bin.1.o_k141_490916-flag_1-multi_3.0000-len_2597_4	38	158	98	0	233	390	57	214	1.49E-28	114
ISVch4	lane121s003953_shovill_contig00013_16	33.5	242	156	4	129	368	3	241	2.70E-28	114
ISVch4	lane821s003041_shovill_contig00014_16	33.5	242	156	4	129	368	3	241	2.70E-28	114
ISVch4	lane122s000521_bin.2.p_NODE_11_length_225616_cov_11.123393_146	31	248	163	6	142	389	25	264	3.14E-28	114
ISVch4	lane121s003958_shovill_contig00006_191	30.7	300	186	9	92	371	1	298	6.74E-28	114
ISVch4	lane122s000602_bin.1.o_k141_576825-flag_0-multi_3.2947-len_2306_2	29.7	286	193	7	113	391	3	287	1.25E-27	113
ISVch4	lane122s000529_megahit_k141_400-flag=0-multi=15.0000-len=5546_3	30.1	286	181	8	112	388	6	281	1.48E-27	113
ISVch4	lane122s000539_shovill_contig00091_2	30.1	286	181	8	112	388	6	281	1.48E-27	113
ISVch4	lane121s003976_shovill_contig00004_145	30	283	182	6	129	401	1	277	2.01E-27	113
ISVch4	lane121s003977_shovill_contig00005_54	30	283	182	6	129	401	1	277	2.01E-27	113
ISVch4	lane121s003963_shovill_contig00001_1774	35.3	187	119	2	185	371	24	208	2.15E-27	111
ISVch4	lane122s000537_shovill_contig00029_1	34.3	236	141	8	119	341	1	235	3.34E-27	110
ISVch4	lane121s003960_shovill_contig00098_1	31.4	261	158	8	126	371	198	452	4.51E-27	115
ISVch4	lane121s003964_megahit_k141_77-flag=1-multi=352.9859-len=598219_301	29.5	254	172	3	116	368	1	248	5.83E-27	111
ISVch4	lane821s003042_shovill_contig00002_279	29.5	254	172	3	116	368	1	248	5.83E-27	111
ISVch4	lane121s003964_megahit_k141_37-flag=0-multi=311.3333-len=968611_99	32.2	208	138	3	170	376	35	240	5.86E-27	110
ISVch4	lane821s003042_shovill_contig00001_2263	32.2	208	138	3	170	376	35	240	5.86E-27	110
ISVch4	lane121s003976_shovill_contig00075_4	28.5	260	176	5	129	386	1	252	2.29E-26	109
ISVch4	lane121s003977_shovill_contig00073_4	28.5	260	176	5	129	386	1	252	2.29E-26	109
ISVch4	lane122s000605_bin.2.o_k141_374379-flag_1-multi_1.0000-len_1650_3	31.2	260	170	6	130	389	23	273	2.44E-26	110
ISVch4	lane122s000529_megahit_k141_189-flag=0-multi=14.0000-len=2619_2	32.4	244	156	5	129	368	3	241	2.54E-26	109
ISVch4	lane122s000539_shovill_contig00090_2	32	259	161	7	126	371	2	258	3.38E-26	109
ISVch4	lane821s003038_bin.1.o_k141_236-flag_0-multi_1863.0730-len_142823_138	32	259	161	7	126	371	2	258	3.38E-26	109
ISVch4	lane122s000519_bin.1.s_NODE_89_length_1434_cov_28.022108_2	32.4	244	156	5	129	368	3	241	3.51E-26	108
ISVch4	lane121s003976_shovill_contig00016_12	28.6	245	166	4	129	371	1	238	4.36E-26	108
ISVch4	lane121s003977_shovill_contig00016_84	28.6	245	166	4	129	371	1	238	4.36E-26	108
ISVch4	lane122s000541_shovill_contig00011_101	38.2	165	100	2	185	349	9	171	4.61E-26	105
ISVch4	lane122s000530_shovill_contig00036_2	33.9	227	128	7	135	345	5	225	7.37E-26	108
ISVch4	lane121s003976_shovill_contig00020_89	28.2	245	167	4	129	371	1	238	8.33E-26	107
ISVch4	lane121s003976_shovill_contig00011_9	28.5	260	176	5	129	386	1	252	4.18E-25	105
ISVch4	lane121s003977_shovill_contig00001_9	28.5	260	176	5	129	386	1	252	4.18E-25	105
ISVch4	lane122s000601_bin.7.o_k141_664279-flag_1-multi_3.1426-len_3115_3	30.4	289	180	6	126	401	16	296	4.18E-25	106
ISVch4	lane121s003952_megahit_k141_13-flag=0-multi=303.4337-len=1469_1	37.7	175	107	2	197	371	1	173	4.49E-25	103
ISVch4	lane121s003965_shovill_contig00039_21	37.7	175	107	2	197	371	1	173	4.49E-25	103
ISVch4	lane122s000519_bin.1.s_NODE_18_length_76283_cov_9.724261_1	36.6	175	109	2	195	368	8	181	5.52E-25	104
ISVch4	lane122s000536_megahit_k141_16-flag=0-multi=232.0000-len=1611_1	28.2	344	228	6	22	347	120	462	5.91E-25	109
ISVch4	lane122s000601_bin.7.o_k141_258019-flag_1-multi_3.0000-len_1811_1	30.2	232	155	3	173	400	11	239	7.04E-25	104
ISVch4	lane122s000521_bin.1.s_NODE_47_length_1446_cov_437.130022_1	32.5	234	144	6	126	347	2	233	1.07E-24	105
ISVch4	lane121s003952_megahit_k141_166-flag=0-multi=246.9501-len=122672_1	34	188	122	2	184	371	35	220	1.39E-24	103
ISVch4	lane121s003965_shovill_contig00070_1	34	188	122	2	184	371	35	220	1.39E-24	103
ISVch4	lane122s000606_bin.3.o_k141_31717-flag_1-multi_2.0000-len_1682_2	31.4	223	152	1	173	394	67	289	1.56E-24	105
ISVch4	lane122s000538_bin.1.p_NODE_6_length_367413_cov_147.027620_34	34	188	122	2	184	371	35	220	1.85E-24	103
ISVch4	lane121s003952_megahit_k141_162-flag=0-multi=1547.0000-len=1430_2	32.2	236	142	7	126	347	2	233	2.85E-24	103
ISVch4	lane121s003965_shovill_contig00068_2	32.2	236	142	7	126	347	2	233	2.85E-24	103
ISVch4	lane122s000538_bin.1.p_NODE_67_length_1500_cov_499.126493_2	32.2	236	142	7	126	347	2	233	2.85E-24	103
ISVch4	lane122s000605_bin.3.p_NODE_744_length_2762_cov_2.667412_4	30.2	255	168	6	125	379	18	262	3.78E-24	103
ISVch4	lane121s003980_megahit_k141_21-flag=0-multi=273.0000-len=1112_2	33.5	188	123	2	184	371	35	220	4.12E-24	102
ISVch4	lane121s003978_shovill_contig00052_5	31.5	260	161	7	126	371	2	258	4.82E-24	103
ISVch4	lane121s003979_bin.1.s_NODE_53_length_1316_cov_309.990315_1	33.5	188	123	2	184	371	35	220	6.71E-24	102
ISVch4	lane122s000605_bin.3.p_NODE_682_length_2961_cov_4.117198_2	28.3	265	180	6	115	379	1	255	8.62E-24	102
ISVch4	lane821s003040_bin.1.o_k141_141-flag_0-multi_623.9636-len_411142_241	30.8	276	160	11	126	381	2	266	1.08E-23	102
ISVch4	lane122s000606_bin.1.o_k141_554708-flag_1-multi_3.0000-len_3642_2	29.5	254	177	2	113	364	2	255	1.21E-23	102
ISVch4	lane122s000521_bin.1.s_NODE_1_length_1184269_cov_106.342662_395	33	188	124	2	184	371	38	223	1.36E-23	101
ISVch4	lane122s000541_shovill_contig00011_40	31.4	236	144	7	126	347	2	233	2.23E-23	100
ISVch4	lane121s003978_shovill_contig00002_139	33.5	188	123	2	184	371	35	220	2.43E-23	100
ISVch4	lane122s000607_bin.1.p_NODE_3278_length_505_cov_2.936916_1	37.9	153	90	4	236	387	12	160	5.37E-23	97.4
ISVch4	lane122s000540_bin.1.p_NODE_46_length_52590_cov_17.096129_31	29	255	172	5	135	389	19	264	6.43E-23	100
ISVch4	lane122s000540_bin.1.p_NODE_197_length_1205_cov_58.604610_1	30.2	255	169	6	135	389	19	264	7.89E-23	99.8
ISVch4	lane122s000607_bin.1.p_NODE_354_length_4609_cov_3.438879_7	32.4	207	134	4	173	379	15	215	4.62E-22	96.7
ISVch4	lane122s000600_bin.3.p_NODE_393_length_2582_cov_2.027944_2	27.7	303	177	8	126	403	10	295	4.76E-22	98.2
ISVch4	lane821s003038_bin.1.o_k141_98-flag_0-multi_1955.0000-len_72914_57	38.5	135	82	1	242	376	3	136	7.61E-22	94
ISVch4	lane121s003964_megahit_k141_73-flag=0-multi=308.3876-len=1381611_968	35.7	168	102	4	208	371	15	180	9.16E-22	95.1
ISVch4	lane821s003042_shovill_contig00001_984	35.7	168	102	4	208	371	15	180	9.16E-22	95.1
ISVch4	lane122s000530_shovill_contig00042_2	34	206	133	3	184	388	2	205	4.12E-21	93.6
ISVch4	lane121s003953_shovill_contig00044_2	28	246	167	5	145	382	3	246	8.16E-21	93.6
ISVch4	lane821s003041_shovill_contig00045_2	28	246	167	5	145	382	3	246	8.16E-21	93.6
ISVch4	lane121s003968_megahit_k141_146-flag=0-multi=290.9836-len=423401_179	38.8	116	70	1	253	368	15	129	1.21E-19	87.8
ISVch4	lane122s000539_shovill_contig00063_15	34.9	146	95	0	223	368	27	172	2.61E-19	88.2
ISVch4	lane122s000539_shovill_contig00104_1	30.6	186	126	3	128	312	2	185	4.94E-19	87
ISVch4	lane122s000540_bin.1.p_NODE_107_length_18122_cov_17.054807_18	32	197	131	3	195	388	6	202	8.54E-19	87
ISVch4	lane821s003038_bin.1.o_k141_165-flag_0-multi_1582.5802-len_45367_49	36.1	133	85	0	236	368	2	134	9.98E-19	85.5
ISVch4	lane122s000605_bin.2.o_k141_271484-flag_0-multi_9.0000-len_7427_2	30.2	252	166	7	137	388	5	246	1.18E-18	87.8
ISVch4	lane122s000530_shovill_contig00036_4	28.6	238	162	6	155	388	1	234	7.24E-18	85.1
ISVch4	lane121s003953_shovill_contig00039_6	34.5	174	111	3	195	368	65	235	9.37E-18	84.7
ISVch4	lane821s003041_shovill_contig00039_6	34.5	174	111	3	195	368	65	235	9.37E-18	84.7
ISVch4	lane122s000600_bin.5.s_NODE_587_length_1881_cov_2.543792_2	30.2	212	139	5	184	391	20	226	1.75E-17	84
ISVch4	lane121s003976_shovill_contig00038_50	32.2	143	93	2	226	367	1	140	2.45E-17	82.4
ISVch4	lane121s003977_shovill_contig00037_50	32.2	143	93	2	226	367	1	140	2.45E-17	82.4
ISVch4	lane121s003963_shovill_contig00001_1053	25.9	193	133	4	117	304	1	188	8.44E-17	80.9
ISVch4	lane121s003996_shovill_contig00031_1	34.3	143	91	1	205	347	21	160	8.95E-17	81.3
ISVch4	lane121s003976_shovill_contig00027_60	33.6	134	85	2	214	346	57	187	1.48E-16	80.1
ISVch4	lane121s003977_shovill_contig00027_60	33.6	134	85	2	214	346	57	187	1.48E-16	80.1
ISVch4	lane122s000516_shovill_contig00030_1	33.8	130	86	0	239	368	2	131	1.80E-16	79
ISVch4	lane821s003040_bin.1.o_k141_140-flag_0-multi_1157.8536-len_189759_2	29.1	206	141	4	129	332	3	205	2.67E-16	80.1
ISVch4	lane122s000540_bin.1.p_NODE_62_length_39349_cov_16.939422_4	34.8	138	83	4	173	305	5	140	3.14E-16	78.2
ISVch4	lane121s003976_shovill_contig00032_11	31.5	168	104	4	211	371	9	172	6.01E-16	78.6
ISVch4	lane121s003977_shovill_contig00032_11	31.5	168	104	4	211	371	9	172	6.01E-16	78.6
ISVch4	lane122s000521_bin.1.s_NODE_5_length_284502_cov_90.613058_98	49.4	77	38	1	295	371	3	78	6.16E-16	75.9
ISVch4	lane122s000515_shovill_contig00001_1659	30.5	174	115	3	205	376	20	189	8.73E-16	78.2
ISVch4	lane122s000517_bin.1.p_NODE_6_length_175637_cov_63.035361_113	26	254	179	6	125	376	2	248	1.56E-15	79
ISVch4	lane122s000519_bin.2.s_NODE_13_length_45564_cov_67.506628_14	26	254	179	6	125	376	2	248	1.56E-15	79
ISVch4	lane121s003954_shovill_contig00050_1	31.3	166	108	3	213	376	7	168	2.42E-15	76.6
ISVch4	lane122s000516_shovill_contig00008_89	28.4	261	170	7	142	388	2	259	5.51E-15	77.4
ISVch4	lane122s000530_shovill_contig00073_1	29.6	199	135	4	116	312	23	218	3.14E-14	74.3
ISVch4	lane122s000539_shovill_contig00105_1	29.1	175	121	3	128	301	2	174	4.16E-14	72.8
ISVch4	lane121s003963_shovill_contig00001_1055	36.5	115	72	1	257	371	1	114	6.41E-14	71.2
ISVch4	lane122s000604_bin.1.o_k141_234186-flag_1-multi_2.0000-len_2600_3	33.6	137	86	3	173	309	15	146	8.27E-14	72.8
ISVch4	lane122s000537_shovill_contig00001_268	46.5	71	38	0	298	368	56	126	1.30E-13	70.9
ISVch4	lane121s003972_bin.2.s_NODE_256_length_3581_cov_2.905822_1	39	105	63	1	284	388	8	111	1.52E-13	69.7
ISVch4	lane121s003972_shovill_contig00004_185	30.5	174	113	4	205	376	79	246	2.12E-13	73.2
ISVch4	lane122s000545_shovill_contig00004_229	30.5	174	113	4	205	376	79	246	2.12E-13	73.2
ISVch4	lane122s000536_megahit_k141_76-flag=0-multi=188.9702-len=75898_63	45.3	86	47	0	17	102	3	88	3.94E-13	67.8
ISVch4	lane122s000600_bin.3.p_NODE_493_length_1904_cov_2.311987_3	29.6	186	121	5	210	393	94	271	7.27E-13	71.2
ISVch4	lane122s000600_bin.2.o_k141_106416-flag_1-multi_5.0000-len_2794_2	26.8	190	128	5	123	302	11	199	7.49E-13	70.1
ISVch4	lane122s000539_shovill_contig00022_68	42	88	46	4	295	381	6	89	9.31E-13	67
ISVch4	lane122s000539_shovill_contig00124_1	42	88	46	4	295	381	6	89	9.31E-13	67
ISVch4	lane122s000541_shovill_contig00011_49	30.8	146	99	2	183	327	2	146	1.05E-12	68.2
ISVch4	lane821s003038_bin.1.o_k141_291-flag_0-multi_1847.5783-len_13117_14	42	88	46	4	295	381	16	99	1.20E-12	67
ISVch4	lane821s003038_bin.1.o_k141_281-flag_0-multi_1355.9911-len_16353_1	42	88	46	4	295	381	16	99	1.20E-12	67
ISVch4	lane121s003963_shovill_contig00004_220	41.3	92	53	1	297	388	12	102	1.37E-12	66.6
ISVch4	lane122s000539_shovill_contig00092_1	27.7	213	140	7	126	325	2	213	1.40E-12	69.3
ISVch4	lane821s003038_bin.1.o_k141_204-flag_0-multi_1971.2108-len_30109_37	27.7	213	140	7	126	325	2	213	1.40E-12	69.3
ISVch4	lane122s000539_shovill_contig00170_1	46.4	69	37	0	279	347	1	69	2.53E-12	64.7
ISVch4	lane122s000521_bin.1.s_NODE_16_length_99005_cov_113.588681_64	35.6	132	80	3	259	388	1	129	2.59E-12	66.6
ISVch4	lane122s000537_shovill_contig00001_36	46.3	67	36	0	283	349	9	75	3.55E-12	64.7
ISVch4	lane122s000539_shovill_contig00144_1	43.8	80	42	1	289	368	2	78	4.15E-12	64.7
ISVch4	lane121s003972_shovill_contig00006_256	30.8	130	87	2	249	376	4	132	4.97E-12	66.2
ISVch4	lane122s000545_shovill_contig00005_259	30.8	130	87	2	249	376	4	132	4.97E-12	66.2
ISVch4	lane122s000539_shovill_contig00179_1	46.4	69	37	0	279	347	1	69	8.86E-12	63.2
ISVch4	lane121s003976_shovill_contig00016_22	34.2	111	69	2	259	368	1	108	9.05E-12	64.7
ISVch4	lane121s003977_shovill_contig00016_74	34.2	111	69	2	259	368	1	108	9.05E-12	64.7
ISVch4	lane122s000544_bin.1.s_NODE_103_length_560_cov_1.080745_1	34.5	113	71	1	235	347	3	112	2.19E-11	63.9
ISVch4	lane122s000539_shovill_contig00039_6	39.2	79	48	0	259	337	1	79	2.21E-11	62.4
ISVch4	lane821s003038_bin.1.o_k141_186-flag_0-multi_1909.8040-len_117031_130	39.2	79	48	0	259	337	1	79	2.21E-11	62.4
ISVch4	lane121s003976_shovill_contig00010_83	38.7	75	46	0	242	316	3	77	3.63E-11	61.6
ISVch4	lane121s003977_shovill_contig00012_26	38.7	75	46	0	242	316	3	77	3.63E-11	61.6
ISVch4	lane121s003953_shovill_contig00003_410	38.7	75	45	1	297	371	21	94	5.46E-11	62.4
ISVch4	lane821s003041_shovill_contig00007_236	38.7	75	45	1	297	371	21	94	5.46E-11	62.4
ISVch4	lane121s003978_shovill_contig00087_1	42.9	77	44	0	295	371	2	78	2.28E-10	60.1
ISVch4	lane121s003978_shovill_contig00022_59	42.9	77	44	0	295	371	15	91	3.14E-10	60.1
ISVch4	lane122s000600_bin.5.s_NODE_534_length_1943_cov_1.333869_2	29.5	122	81	3	230	349	92	210	3.31E-10	62.4
ISVch4	lane122s000530_shovill_contig00006_1	40.7	91	53	1	298	388	17	106	1.52E-09	58.2
