seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
lane122s000600_bin.2.o_k141_156740-flag_1-multi_3.0000-len_3775	3775	No terminal repeats	6	11	0.9968	0.0013	0	1.0456	NA	NA
lane122s000602_bin.1.o_k141_101804-flag_0-multi_6.9817-len_4086	4086	No terminal repeats	7	11	0.9968	0.0013	0	2.5092	NA	NA
lane121s003962_megahit_k141_1602-flag=1-multi=6.0000-len=4082	4082	No terminal repeats	6	11	0.9968	0.0013	0	1.8289	NA	NA
lane121s003962_megahit_k141_397-flag=1-multi=5.0000-len=4564	4564	No terminal repeats	7	11	0.9968	0.0013	0	1.4820	NA	NA
lane121s003968_megahit_k141_50-flag=0-multi=384.7201-len=33063	33063	No terminal repeats	36	11	0.9967	0.0013	0	3.3569	NA	NA
lane121s003972_bin.2.s_NODE_21_length_7999_cov_2.508836	7999	No terminal repeats	8	11	0.9967	0.0013	0	1.3564	NA	NF000402
lane121s003995_shovill_contig00002	467522	No terminal repeats	402	11	0.9967	0.0013	0	0.6193	T_virB9	NF033476
lane122s000520_bin.1.p_NODE_26_length_72326_cov_17.793603	72326	No terminal repeats	71	11	0.9967	0.0013	0	7.8068	NA	NA
lane121s003962_megahit_k141_1641-flag=1-multi=4.0000-len=2698	2698	No terminal repeats	4	11	0.9966	0.0014	0	0.3135	NA	NA
lane122s000531_bin.1.o_k141_118-flag_1-multi_148.8511-len_12071	12071	No terminal repeats	11	11	0.9966	0.0014	0	0.4079	NA	NA
lane122s000523_bin.1.p_NODE_32_length_60426_cov_100.171121	60426	No terminal repeats	64	11	0.9966	0.0014	0	2.7630	NA	NA
lane122s000536_megahit_k141_44-flag=0-multi=194.9695-len=152633	152633	No terminal repeats	131	11	0.9966	0.0014	0	9.5554	NA	NF000098
lane121s003962_megahit_k141_1388-flag=1-multi=5.0000-len=5898	5898	No terminal repeats	8	11	0.9965	0.0014	0	1.0948	NA	NA
lane122s000605_bin.2.o_k141_102381-flag_1-multi_5.0000-len_8161	8161	No terminal repeats	7	11	0.9965	0.0014	0	0.9769	NA	NA
lane122s000530_shovill_contig00029	6041	No terminal repeats	7	11	0.9964	0.0014	0	0.7495	NA	NA
lane821s003044_shovill_contig00035	60494	No terminal repeats	64	11	0.9964	0.0014	0	2.7630	NA	NA
lane121s003962_megahit_k141_1304-flag=1-multi=5.0000-len=2679	2679	No terminal repeats	5	11	0.9964	0.0014	0	1.9051	NA	NA
lane121s003962_megahit_k141_25-flag=1-multi=3.9067-len=4555	4555	No terminal repeats	7	11	0.9962	0.0014	0	2.0944	NA	NA
lane122s000520_bin.1.p_NODE_37_length_50166_cov_39.531155	50166	No terminal repeats	48	11	0.9961	0.0014	0	7.7116	NA	NF012174;NF000138;NF033135
lane121s003968_megahit_k141_8-flag=0-multi=279.0000-len=4481	4481	No terminal repeats	5	11	0.9961	0.0014	0	0.9945	NA	NF000005
lane122s000524_shovill_contig00033	4748	No terminal repeats	3	11	0.9959	0.0014	0	0.7376	NA	NA
lane122s000529_megahit_k141_264-flag=1-multi=7.0000-len=4277	4277	No terminal repeats	4	11	0.9959	0.0014	0	1.7288	NA	NA
lane121s003972_bin.2.s_NODE_459_length_2643_cov_2.732658	2643	No terminal repeats	5	11	0.9959	0.0014	0	2.7197	NA	NA
lane122s000540_bin.1.p_NODE_138_length_8106_cov_15.383111	8106	No terminal repeats	11	11	0.9959	0.0014	0	1.9828	NA	NF033105
lane121s003952_megahit_k141_113-flag=0-multi=381.8593-len=4435	4435	No terminal repeats	4	11	0.9959	0.0014	0	1.0350	NA	NA
lane121s003968_megahit_k141_175-flag=0-multi=285.2998-len=15270	15270	No terminal repeats	11	11	0.9957	0.0014	0	2.7959	NA	NA
lane821s003038_bin.1.o_k141_403-flag_0-multi_1663.4094-len_7600	7600	No terminal repeats	9	11	0.9956	0.0015	0	1.7183	NA	NA
lane122s000606_bin.3.o_k141_606382-flag_1-multi_4.0000-len_10743	10743	No terminal repeats	10	11	0.9956	0.0015	0	1.5428	NA	NA
lane122s000536_megahit_k141_189-flag=0-multi=189.9938-len=366350	366350	No terminal repeats	309	11	0.9956	0.0015	0	3.6818	T_virB9	NF033135;NF033135;NF033135;NF012174
lane121s003972_bin.2.s_NODE_167_length_4417_cov_2.624654	4417	No terminal repeats	9	11	0.9953	0.0015	0	1.1778	NA	NA
lane821s003037_bin.1.p_NODE_22_length_59368_cov_9.805114	59368	No terminal repeats	57	11	0.9952	0.0015	0	3.0352	NA	NA
lane121s003962_megahit_k141_1375-flag=1-multi=6.0000-len=10245	10245	No terminal repeats	14	11	0.9951	0.0015	0	1.8273	NA	NA
lane122s000520_bin.1.p_NODE_30_length_64593_cov_35.638710	64593	No terminal repeats	58	11	0.9951	0.0015	0	4.8802	NA	NA
lane122s000602_bin.1.o_k141_758326-flag_1-multi_8.0000-len_4522	4522	No terminal repeats	6	11	0.9950	0.0015	0	1.2238	NA	NA
lane122s000602_bin.1.o_k141_553529-flag_0-multi_6.7833-len_10280	10280	No terminal repeats	14	11	0.9949	0.0015	0	4.2138	NA	NA
lane121s003972_bin.2.s_NODE_156_length_4506_cov_2.986679	4506	No terminal repeats	5	11	0.9947	0.0015	0	1.2322	NA	NA
lane121s003952_megahit_k141_38-flag=0-multi=240.6429-len=9101	9101	No terminal repeats	6	11	0.9947	0.0015	0	2.1887	NA	NA
lane121s003980_megahit_k141_63-flag=0-multi=171.8885-len=14788	14788	No terminal repeats	16	11	0.9947	0.0015	0	1.1318	NA	NF033105
lane122s000541_shovill_contig00051	3856	No terminal repeats	2	11	0.9946	0.0015	0	1.7183	NA	NA
lane121s003995_shovill_contig00033	35593	No terminal repeats	28	11	0.9946	0.0016	0	0.3007	NA	NA
lane122s000605_bin.2.o_k141_103644-flag_1-multi_7.0000-len_7759	7759	No terminal repeats	7	11	0.9945	0.0016	0	2.5633	NA	NA
lane122s000540_bin.1.p_NODE_94_length_21593_cov_16.783510	21593	No terminal repeats	26	11	0.9945	0.0016	0	6.4756	NA	NA
lane121s003980_megahit_k141_20-flag=0-multi=467.0000-len=7029	7029	No terminal repeats	5	11	0.9944	0.0016	0	0.7066	NA	NA
lane122s000602_bin.1.o_k141_232863-flag_0-multi_5.1206-len_3516	3516	No terminal repeats	4	11	0.9942	0.0016	0	2.3138	NA	NA
lane121s003962_megahit_k141_1625-flag=1-multi=5.0000-len=13908	13908	No terminal repeats	11	11	0.9941	0.0016	0	4.6666	NA	NA
lane122s000601_bin.6.o_k141_645975-flag_0-multi_4.9606-len_2579	2579	No terminal repeats	4	11	0.9940	0.0016	1	1.7183	T_virB2	NA
lane121s003962_megahit_k141_1153-flag=1-multi=5.0000-len=6780	6780	No terminal repeats	9	11	0.9940	0.0016	0	1.9325	NA	NA
lane121s003978_shovill_contig00055	3010	No terminal repeats	4	11	0.9938	0.0016	0	0.8889	NA	NA
lane122s000540_bin.1.p_NODE_4_length_217381_cov_16.781408	217381	No terminal repeats	184	11	0.9938	0.0016	0	10.0669	NA	NF012174;NF033135
lane121s003962_megahit_k141_254-flag=1-multi=4.0000-len=2899	2899	No terminal repeats	5	11	0.9936	0.0017	0	2.2521	NA	NA
lane122s000601_bin.7.o_k141_193041-flag_1-multi_2.0000-len_2564	2564	No terminal repeats	5	11	0.9936	0.0017	0	3.9594	NA	NA
lane122s000602_bin.1.o_k141_214297-flag_1-multi_5.0000-len_3589	3589	No terminal repeats	3	11	0.9934	0.0017	0	1.4975	NA	NA
lane122s000603_bin.1.o_k141_256376-flag_0-multi_7.0953-len_4757	4757	No terminal repeats	4	11	0.9934	0.0017	0	1.7183	NA	NA
lane121s003965_shovill_contig00046	13843	No terminal repeats	17	11	0.9934	0.0017	0	5.9526	NA	NF000145
lane122s000603_bin.3.o_k141_221518-flag_1-multi_2.0000-len_2862	2862	No terminal repeats	4	11	0.9934	0.0017	0	0.9943	NA	NA
lane122s000541_shovill_contig00042	6343	No terminal repeats	9	11	0.9931	0.0017	0	2.4616	NA	NA
lane122s000540_bin.1.p_NODE_17_length_111341_cov_17.048533	111341	No terminal repeats	100	11	0.9931	0.0017	0	11.7663	NA	NA
lane121s003972_bin.2.s_NODE_397_length_2852_cov_3.144505	2852	No terminal repeats	5	11	0.9930	0.0017	0	1.6481	NA	NA
lane122s000540_bin.1.p_NODE_32_length_74603_cov_17.615396	74603	No terminal repeats	36	11	0.9928	0.0018	0	5.2109	NA	NA
lane821s003035_bin.1.p_NODE_18_length_26955_cov_1095.542600	26955	No terminal repeats	25	11	0.9928	0.0018	0	0.9669	NA	NF033135
lane821s003035_bin.1.p_NODE_34_length_10834_cov_161.186204	10834	No terminal repeats	11	11	0.9927	0.0018	0	0.7135	NA	NA
lane121s003962_megahit_k141_470-flag=1-multi=5.0000-len=6208	6208	No terminal repeats	6	11	0.9926	0.0018	0	1.6500	NA	NA
lane121s003980_megahit_k141_34-flag=0-multi=161.8832-len=16681	16681	No terminal repeats	17	11	0.9926	0.0018	0	4.0613	NA	NA
lane821s003044_shovill_contig00104	3642	No terminal repeats	4	11	0.9926	0.0018	0	1.3270	NA	NA
lane122s000602_bin.1.o_k141_500283-flag_0-multi_4.9865-len_3694	3694	No terminal repeats	5	11	0.9925	0.0018	0	2.0399	NA	NA
lane121s003952_megahit_k141_117-flag=0-multi=227.9076-len=5150	5150	No terminal repeats	6	11	0.9923	0.0018	0	0.9055	NA	NA
lane121s003962_megahit_k141_326-flag=1-multi=5.0000-len=3327	3327	No terminal repeats	4	11	0.9923	0.0019	0	1.4593	NA	NA
lane821s003044_shovill_contig00107	2940	No terminal repeats	4	11	0.9922	0.0019	0	1.6398	NA	NA
lane122s000520_bin.1.p_NODE_79_length_13396_cov_5.582251	13396	No terminal repeats	12	11	0.9921	0.0019	0	1.8390	NA	NA
lane122s000601_bin.8.s_NODE_93_length_2953_cov_0.925591	2953	No terminal repeats	4	11	0.9921	0.0019	0	1.7072	NA	NA
lane121s003962_megahit_k141_780-flag=1-multi=5.0000-len=8233	8233	No terminal repeats	10	11	0.9918	0.0019	0	1.4229	NA	NA
lane821s003035_bin.1.p_NODE_31_length_12891_cov_56.610348	12891	No terminal repeats	14	11	0.9916	0.0019	0	0.7757	NA	NA
lane122s000540_bin.1.p_NODE_27_length_89393_cov_15.861134	89393	No terminal repeats	77	11	0.9915	0.0019	1	18.7068	NA	NF000496
lane121s003952_megahit_k141_20-flag=0-multi=331.8530-len=7088	7088	No terminal repeats	10	11	0.9915	0.0019	0	3.8281	NA	NA
lane121s003978_shovill_contig00032	27691	No terminal repeats	28	11	0.9913	0.0020	0	0.3692	NA	NA
lane122s000539_shovill_contig00042	32968	No terminal repeats	31	11	0.9913	0.0020	0	2.7587	NA	NA
lane122s000602_bin.1.o_k141_222885-flag_0-multi_5.3860-len_3255	3255	No terminal repeats	7	11	0.9912	0.0020	0	0.2458	NA	NA
lane121s003952_megahit_k141_134-flag=0-multi=219.9882-len=51195	51195	No terminal repeats	34	11	0.9910	0.0020	0	4.2456	NA	NF033105
lane122s000605_bin.3.p_NODE_2118_length_640_cov_1.859680	640	No terminal repeats	1	11	0.9908	0.0020	1	1.4894	MOBQ	NA
lane121s003979_bin.1.s_NODE_45_length_4457_cov_96.369635	4457	No terminal repeats	11	11	0.9907	0.0020	0	3.4261	NA	NA
lane121s003972_bin.2.s_NODE_9_length_10707_cov_2.676670	10707	No terminal repeats	11	11	0.9903	0.0021	0	1.0360	NA	NA
lane122s000523_bin.1.p_NODE_59_length_25513_cov_103.617314	25513	No terminal repeats	30	11	0.9903	0.0021	0	2.2274	NA	NA
lane121s003962_megahit_k141_997-flag=1-multi=4.0000-len=7856	7856	No terminal repeats	11	11	0.9902	0.0021	0	2.4915	NA	NA
lane122s000523_bin.1.p_NODE_52_length_34952_cov_104.655369	34952	No terminal repeats	35	11	0.9902	0.0021	0	2.6929	NA	NA
lane122s000531_bin.1.o_k141_34-flag_0-multi_177.9667-len_127533	127533	No terminal repeats	133	11	0.9900	0.0021	0	4.2582	NA	NF033105
lane122s000529_megahit_k141_343-flag=1-multi=9.0000-len=7561	7561	No terminal repeats	8	11	0.9899	0.0021	0	0.2282	NA	NA
lane121s003976_shovill_contig00066	15555	No terminal repeats	15	11	0.9899	0.0021	0	3.3918	NA	NA
lane122s000538_bin.1.p_NODE_42_length_2654_cov_32.793558	2654	No terminal repeats	4	11	0.9896	0.0022	0	2.4235	NA	NA
lane122s000602_bin.1.o_k141_83619-flag_1-multi_7.8431-len_6934	6934	No terminal repeats	4	11	0.9896	0.0022	0	1.6661	NA	NA
lane122s000540_bin.1.p_NODE_74_length_34074_cov_17.192723	34074	No terminal repeats	30	11	0.9894	0.0022	0	5.6180	NA	NA
lane122s000529_megahit_k141_624-flag=1-multi=10.0000-len=4614	4614	No terminal repeats	6	11	0.9891	0.0022	0	1.5124	NA	NA
lane122s000606_bin.2.s_NODE_444_length_3128_cov_1.322517	3128	No terminal repeats	4	11	0.9888	0.0022	0	1.7112	NA	NA
lane122s000607_bin.1.p_NODE_2605_length_985_cov_0.919604	985	No terminal repeats	3	11	0.9887	0.0023	1	0.9015	NA	NA
lane121s003972_bin.2.s_NODE_15_length_9466_cov_3.013207	9466	No terminal repeats	7	11	0.9885	0.0023	0	1.1599	NA	NA
lane122s000606_bin.1.o_k141_195165-flag_1-multi_2.0000-len_2717	2717	No terminal repeats	3	11	0.9884	0.0023	0	1.0472	NA	NA
lane121s003979_bin.1.s_NODE_46_length_4371_cov_99.398230	4371	No terminal repeats	4	11	0.9883	0.0023	0	1.7959	NA	NF033105
lane122s000520_bin.1.p_NODE_11_length_134574_cov_25.694811	134574	No terminal repeats	125	11	0.9880	0.0023	0	4.8331	T_virB9	NF000456;NF033117
lane122s000523_bin.1.p_NODE_62_length_21745_cov_98.515645	21745	No terminal repeats	20	11	0.9879	0.0023	0	0.4665	NA	NA
lane821s003044_shovill_contig00050	35183	No terminal repeats	36	11	0.9879	0.0024	0	2.6929	NA	NA
lane121s003962_megahit_k141_230-flag=1-multi=5.0000-len=3031	3031	No terminal repeats	7	11	0.9878	0.0024	0	0.9098	NA	NA
lane121s003962_megahit_k141_1432-flag=1-multi=6.0000-len=9280	9280	No terminal repeats	9	11	0.9877	0.0024	0	2.0234	NA	NA
lane122s000606_bin.2.s_NODE_483_length_2883_cov_0.827869	2883	No terminal repeats	6	11	0.9876	0.0024	0	0.0000	NA	NA
lane122s000605_bin.3.p_NODE_662_length_3007_cov_3.072355	3007	No terminal repeats	2	11	0.9875	0.0024	0	1.3051	NA	NA
lane121s003962_megahit_k141_749-flag=1-multi=4.9959-len=6282	6282	No terminal repeats	6	11	0.9875	0.0025	0	1.6349	NA	NA
lane122s000521_bin.1.s_NODE_48_length_1339_cov_108.266244	1339	No terminal repeats	1	11	0.9873	0.0025	1	1.7118	NA	NA
lane122s000602_bin.1.o_k141_667370-flag_0-multi_9.4040-len_12435	12435	No terminal repeats	15	11	0.9871	0.0025	0	4.7742	NA	NA
lane122s000607_bin.1.p_NODE_1877_length_1757_cov_2.092857	1757	No terminal repeats	3	11	0.9867	0.0025	1	2.6198	NA	NA
lane122s000601_bin.6.o_k141_632378-flag_1-multi_5.9753-len_3580	3580	No terminal repeats	4	11	0.9865	0.0026	0	1.7183	NA	NA
lane122s000536_megahit_k141_136-flag=0-multi=193.9580-len=110344	110344	No terminal repeats	86	11	0.9864	0.0026	0	0.9859	NA	NA
lane121s003971_bin.1.s_NODE_25_length_5421_cov_253.936377	5421	No terminal repeats	6	11	0.9862	0.0026	0	0.4730	NA	NA
lane122s000605_bin.3.p_NODE_1648_length_1562_cov_2.655892	1562	No terminal repeats	3	11	0.9858	0.0026	1	1.4894	MOBQ	NA
lane122s000605_bin.3.p_NODE_1018_length_2278_cov_1.721945	2278	No terminal repeats	6	11	0.9857	0.0026	1	1.1471	T_virB6	NA
lane122s000531_bin.1.o_k141_25-flag_0-multi_170.9105-len_26482	26482	No terminal repeats	24	11	0.9856	0.0027	0	1.9990	NA	NF000091
lane121s003995_shovill_contig00047	13700	ITR	17	11	0.9855	0.0027	0	1.3999	NA	NA
lane122s000529_megahit_k141_361-flag=0-multi=11.0000-len=6281	6281	No terminal repeats	10	11	0.9855	0.0027	0	1.8237	NA	NA
lane121s003980_megahit_k141_28-flag=0-multi=332.3050-len=5249	5249	No terminal repeats	5	11	0.9855	0.0027	0	1.7959	NA	NF033105
lane121s003952_megahit_k141_141-flag=0-multi=400.0187-len=9924	9924	ITR	13	11	0.9854	0.0028	0	2.0475	NA	NA
lane122s000601_bin.4.o_k141_626486-flag_1-multi_5.0000-len_7770	7770	No terminal repeats	8	11	0.9846	0.0028	4	4.4578	T_virB3;virb4;T_virB5;T_virB6	NA
lane121s003962_megahit_k141_104-flag=1-multi=6.0000-len=6734	6734	No terminal repeats	6	11	0.9842	0.0028	0	0.7175	NA	NA
lane122s000540_bin.1.p_NODE_22_length_97216_cov_16.120693	97216	No terminal repeats	93	11	0.9841	0.0028	0	16.1270	NA	NA
lane121s003979_bin.1.s_NODE_48_length_2683_cov_103.610130	2683	No terminal repeats	5	11	0.9840	0.0029	0	0.8259	NA	NA
lane121s003962_megahit_k141_853-flag=1-multi=5.0000-len=7727	7727	No terminal repeats	10	11	0.9839	0.0029	0	1.6920	NA	NA
lane121s003995_shovill_contig00027	62022	No terminal repeats	47	11	0.9836	0.0029	0	1.6946	NA	NA
lane121s003978_shovill_contig00036	20587	No terminal repeats	20	11	0.9835	0.0029	0	2.2564	NA	NF000496;NF000496
lane821s003044_shovill_contig00048	35645	No terminal repeats	29	11	0.9835	0.0030	0	3.4125	NA	NA
lane121s003962_megahit_k141_410-flag=1-multi=6.0000-len=9666	9666	No terminal repeats	9	11	0.9835	0.0030	0	2.4024	NA	NA
lane122s000531_bin.1.o_k141_133-flag_0-multi_151.9036-len_18939	18939	No terminal repeats	20	11	0.9831	0.0030	0	3.5269	NA	NF000496;NF000088
lane122s000530_shovill_contig00025	7608	No terminal repeats	8	11	0.9829	0.0030	0	2.4971	NA	NA
lane821s003038_bin.1.o_k141_186-flag_0-multi_1909.8040-len_117031	117031	No terminal repeats	135	11	0.9829	0.0031	0	1.7203	NA	NF033693;NF012174;NF000493;NF000493
lane121s003962_megahit_k141_348-flag=1-multi=5.0000-len=3194	3194	No terminal repeats	4	11	0.9827	0.0031	0	0.7274	NA	NA
lane122s000605_bin.3.p_NODE_466_length_3679_cov_2.299833	3679	No terminal repeats	4	11	0.9824	0.0031	0	1.4963	NA	NA
lane121s003953_shovill_contig00024	81411	No terminal repeats	95	11	0.9823	0.0031	0	2.5408	NA	NF000402
lane821s003041_shovill_contig00024	81411	No terminal repeats	95	11	0.9823	0.0032	0	2.5408	NA	NF000402
lane121s003962_megahit_k141_1402-flag=1-multi=5.0000-len=6582	6582	No terminal repeats	7	11	0.9823	0.0032	1	0.9846	NA	NA
lane122s000540_bin.1.p_NODE_5_length_194480_cov_15.823300	194480	No terminal repeats	168	11	0.9821	0.0032	0	11.1396	NA	NF012174;NF033088
lane121s003972_bin.2.s_NODE_235_length_3764_cov_2.787090	3764	No terminal repeats	2	11	0.9821	0.0033	0	1.2334	NA	NA
lane121s003962_megahit_k141_1510-flag=0-multi=3.9878-len=3087	3087	No terminal repeats	4	11	0.9820	0.0033	0	0.8578	NA	NA
lane121s003972_bin.2.s_NODE_350_length_3065_cov_2.946118	3065	No terminal repeats	3	11	0.9819	0.0033	0	0.0000	NA	NA
lane821s003035_bin.1.p_NODE_54_length_3601_cov_171.838536	3601	No terminal repeats	3	11	0.9818	0.0033	0	1.0529	NA	NA
lane121s003962_megahit_k141_830-flag=1-multi=6.0000-len=7261	7261	No terminal repeats	11	11	0.9813	0.0034	0	0.9649	NA	NA
lane121s003962_megahit_k141_651-flag=1-multi=5.0000-len=4264	4264	No terminal repeats	6	11	0.9812	0.0034	0	0.2346	NA	NA
lane121s003962_megahit_k141_569-flag=1-multi=6.0000-len=10656	10656	No terminal repeats	10	11	0.9811	0.0034	2	2.1114	NA	NA
lane122s000605_bin.3.p_NODE_135_length_5863_cov_3.535258	5863	No terminal repeats	8	11	0.9809	0.0035	0	2.1475	NA	NA
lane122s000540_bin.1.p_NODE_57_length_43921_cov_15.859365	43921	No terminal repeats	44	11	0.9806	0.0035	0	8.5743	NA	NF033087;NF033087
lane122s000607_bin.3.o_k141_452200-flag_1-multi_2.2453-len_2183	2183	No terminal repeats	3	11	0.9804	0.0035	1	0.9746	T_virB10	NA
lane122s000606_bin.2.s_NODE_229_length_4669_cov_1.772648	4669	No terminal repeats	7	11	0.9803	0.0035	0	1.6196	NA	NA
lane122s000606_bin.2.s_NODE_414_length_3260_cov_2.038014	3260	No terminal repeats	5	11	0.9799	0.0036	0	0.8730	NA	NA
lane122s000540_bin.1.p_NODE_24_length_94849_cov_14.996529	94849	No terminal repeats	91	11	0.9798	0.0036	0	19.0572	NA	NF012174;NF012174
lane821s003041_shovill_contig00033	29003	No terminal repeats	21	11	0.9798	0.0036	0	0.0036	NA	NA
lane122s000540_bin.1.p_NODE_54_length_45008_cov_16.946763	45008	No terminal repeats	43	11	0.9791	0.0037	0	6.8997	NA	NF033134
lane121s003962_megahit_k141_347-flag=1-multi=5.7304-len=3925	3925	No terminal repeats	5	11	0.9789	0.0037	0	0.3974	NA	NA
lane121s003962_megahit_k141_1243-flag=1-multi=5.5094-len=8308	8308	No terminal repeats	8	11	0.9788	0.0037	0	0.5172	NA	NA
lane121s003972_bin.2.s_NODE_26_length_7832_cov_3.110767	7832	No terminal repeats	7	11	0.9788	0.0038	0	1.1972	NA	NA
lane122s000523_bin.1.p_NODE_58_length_27444_cov_108.489933	27444	No terminal repeats	23	11	0.9785	0.0038	0	3.3639	NA	NA
lane121s003962_megahit_k141_1322-flag=1-multi=6.0000-len=4531	4531	No terminal repeats	5	11	0.9784	0.0038	0	1.2688	NA	NA
lane122s000605_bin.3.p_NODE_1035_length_2253_cov_2.198070	2253	No terminal repeats	3	11	0.9781	0.0039	1	1.1471	T_virB6	NA
lane122s000606_bin.2.s_NODE_113_length_6509_cov_1.298197	6509	No terminal repeats	12	11	0.9777	0.0039	0	2.0190	NA	NF000496
lane122s000540_bin.1.p_NODE_20_length_99052_cov_15.453882	99052	No terminal repeats	87	11	0.9776	0.0039	0	12.0531	NA	NF000025
lane122s000601_bin.2.o_k141_249727-flag_1-multi_4.0000-len_10233	10233	No terminal repeats	14	11	0.9775	0.0040	0	4.8862	NA	NA
lane122s000606_bin.2.s_NODE_460_length_3013_cov_1.951975	3013	No terminal repeats	5	11	0.9774	0.0040	0	0.0000	NA	NA
lane122s000600_bin.2.o_k141_106416-flag_1-multi_5.0000-len_2794	2794	No terminal repeats	4	11	0.9774	0.0040	0	0.9166	NA	NA
lane121s003955_bin.1.s_NODE_16_length_108150_cov_165.455239	108150	No terminal repeats	92	11	0.9772	0.0041	2	9.0778	NA	NF033105
lane122s000540_bin.1.p_NODE_48_length_52139_cov_16.447025	52139	No terminal repeats	60	11	0.9770	0.0041	0	4.9531	NA	NA
lane121s003980_megahit_k141_95-flag=0-multi=232.8198-len=4879	4879	ITR	11	11	0.9769	0.0041	0	3.4261	NA	NA
lane122s000539_shovill_contig00075	5991	No terminal repeats	5	11	0.9769	0.0042	0	1.7279	NA	NA
lane122s000602_bin.1.o_k141_705932-flag_0-multi_4.2964-len_3697	3697	No terminal repeats	4	11	0.9767	0.0042	0	2.4322	NA	NA
lane122s000541_shovill_contig00040	7684	No terminal repeats	8	11	0.9766	0.0042	0	0.0000	NA	NA
lane122s000530_shovill_contig00022	11681	No terminal repeats	20	11	0.9765	0.0043	0	5.8292	NA	NA
lane122s000539_shovill_contig00072	7734	No terminal repeats	7	11	0.9764	0.0043	0	1.0979	NA	NA
lane121s003962_megahit_k141_980-flag=1-multi=7.0000-len=4450	4450	No terminal repeats	5	11	0.9764	0.0043	0	1.7847	NA	NA
lane121s003962_megahit_k141_1700-flag=1-multi=6.0000-len=8544	8544	No terminal repeats	13	11	0.9763	0.0044	0	2.2334	NA	NA
lane122s000540_bin.1.p_NODE_58_length_43876_cov_17.129889	43876	No terminal repeats	45	11	0.9762	0.0044	0	5.5742	NA	NA
lane122s000601_bin.7.o_k141_237134-flag_1-multi_3.0000-len_5021	5021	No terminal repeats	2	11	0.9761	0.0044	0	1.7120	NA	NA
lane821s003035_bin.1.p_NODE_37_length_8347_cov_137.248247	8347	No terminal repeats	5	11	0.9761	0.0045	0	0.5772	NA	NA
lane121s003972_bin.2.s_NODE_237_length_3760_cov_3.685311	3760	No terminal repeats	2	11	0.9760	0.0045	0	1.3727	NA	NA
lane122s000536_megahit_k141_190-flag=1-multi=189.9089-len=49931	49931	No terminal repeats	32	11	0.9758	0.0045	0	4.7520	NA	NF033135
lane122s000540_bin.1.p_NODE_60_length_41707_cov_15.473865	41707	No terminal repeats	29	11	0.9757	0.0046	0	3.0865	NA	NA
lane122s000605_bin.2.o_k141_16923-flag_1-multi_7.0000-len_8142	8142	No terminal repeats	8	11	0.9757	0.0046	0	1.4571	NA	NA
lane122s000517_bin.2.s_NODE_20_length_4353_cov_143.455566	4353	No terminal repeats	5	11	0.9754	0.0046	0	0.9205	NA	NA
lane121s003962_megahit_k141_415-flag=1-multi=6.0000-len=2717	2717	No terminal repeats	5	11	0.9752	0.0047	0	1.7183	NA	NA
lane122s000519_bin.3.s_NODE_20_length_4353_cov_120.027596	4353	No terminal repeats	5	11	0.9751	0.0047	0	0.9205	NA	NA
lane121s003962_megahit_k141_1385-flag=1-multi=5.6443-len=5691	5691	No terminal repeats	6	11	0.9750	0.0047	0	1.9360	NA	NA
lane122s000520_bin.1.p_NODE_82_length_12750_cov_6.410795	12750	No terminal repeats	13	11	0.9749	0.0048	0	0.9561	NA	NA
lane821s003044_shovill_contig00065	22733	No terminal repeats	23	11	0.9746	0.0048	0	2.6772	NA	NA
lane122s000520_bin.1.p_NODE_48_length_36148_cov_22.656788	36148	No terminal repeats	38	11	0.9745	0.0048	0	1.3502	NA	NA
lane121s003962_megahit_k141_1325-flag=1-multi=6.0000-len=11480	11480	No terminal repeats	16	11	0.9745	0.0049	0	3.3811	NA	NA
lane121s003962_megahit_k141_1229-flag=1-multi=5.9232-len=6988	6988	No terminal repeats	6	11	0.9742	0.0049	0	1.0239	NA	NA
lane122s000606_bin.2.s_NODE_376_length_3444_cov_1.212652	3444	No terminal repeats	6	11	0.9742	0.0049	0	0.2948	NA	NA
lane121s003972_bin.2.s_NODE_188_length_4132_cov_3.021455	4132	No terminal repeats	6	11	0.9742	0.0050	0	0.0000	NA	NA
lane122s000520_bin.1.p_NODE_120_length_3014_cov_6.546136	3014	No terminal repeats	4	11	0.9740	0.0050	0	1.0148	NA	NA
lane121s003980_megahit_k141_146-flag=0-multi=156.6127-len=2857	2857	No terminal repeats	5	11	0.9739	0.0051	0	0.8259	NA	NA
lane121s003972_bin.2.s_NODE_67_length_6105_cov_2.529197	6105	No terminal repeats	9	11	0.9735	0.0051	0	1.2253	NA	NA
lane121s003972_bin.2.s_NODE_478_length_2576_cov_2.282513	2576	No terminal repeats	3	11	0.9735	0.0051	0	0.0000	NA	NA
lane121s003962_megahit_k141_1591-flag=1-multi=5.0000-len=4746	4746	No terminal repeats	5	11	0.9732	0.0052	0	2.0382	NA	NA
lane122s000607_bin.1.p_NODE_669_length_3371_cov_5.158166	3371	No terminal repeats	4	11	0.9730	0.0052	0	1.2870	NA	NA
lane122s000521_bin.1.s_NODE_41_length_5381_cov_92.613311	5381	No terminal repeats	2	11	0.9729	0.0052	1	1.7118	NA	NA
lane122s000602_bin.1.o_k141_628341-flag_0-multi_8.0000-len_6619	6619	No terminal repeats	9	11	0.9722	0.0053	0	3.1137	NA	NF033134
